X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42,X43,Y43,X44,Y44,X45,Y45,X46,Y46,X47,Y47,X48,Y48
3.602,566952,3.602,566092,3.602,572232,3.602,570369,3.602,618379,3.602,587570,3.602,594497,3.602,552969,3.602,572467,3.602,551434,3.602,577708,3.602,580590,3.602,575371,3.602,520538,3.602,532351,3.602,531216
3.603,567659,3.603,566913,3.603,573028,3.603,571212,3.603,620988,3.603,587895,3.603,595563,3.603,553817,3.603,575025,3.603,552576,3.603,580470,3.603,582746,3.603,577638,3.603,521518,3.603,533261,3.603,531915
3.605,567959,3.605,567435,3.605,573544,3.605,571719,3.605,623186,3.605,587652,3.605,595968,3.605,554259,3.605,577228,3.605,553681,3.605,582798,3.605,584662,3.605,579699,3.605,522388,3.605,533862,3.605,532957
3.607,568183,3.607,567742,3.607,573829,3.607,571720,3.607,624891,3.607,587151,3.607,596067,3.607,554735,3.607,579164,3.607,554412,3.607,585053,3.607,586051,3.607,581069,3.607,523414,3.607,534605,3.607,533744
3.608,568524,3.608,567845,3.608,573732,3.608,571430,3.608,625776,3.608,586407,3.608,595984,3.608,555253,3.608,580754,3.608,554993,3.608,586607,3.608,587186,3.608,582120,3.608,524224,3.608,535260,3.608,534560
3.61,568913,3.61,567917,3.61,573570,3.61,571205,3.61,625772,3.61,585639,3.61,595746,3.61,555584,3.61,581510,3.61,555685,3.61,587666,3.61,587825,3.61,582618,3.61,524922,3.61,535995,3.61,535503
3.612,569096,3.612,567958,3.612,573467,3.612,570768,3.612,625422,3.612,585080,3.612,595259,3.612,555774,3.612,581692,3.612,556196,3.612,587759,3.612,588036,3.612,582764,3.612,525497,3.612,536647,3.612,536595
3.613,569573,3.613,567995,3.613,573192,3.613,570440,3.613,624585,3.613,584496,3.613,594913,3.613,555991,3.613,581505,3.613,556440,3.613,587536,3.613,587721,3.613,582473,3.613,526258,3.613,537294,3.613,537553
3.615,570006,3.615,567972,3.615,573093,3.615,570050,3.615,623517,3.615,584123,3.615,594537,3.615,556208,3.615,580795,3.615,556864,3.615,586435,3.615,587172,3.615,582210,3.615,526969,3.615,538201,3.615,538547
3.617,570632,3.617,568123,3.617,573306,3.617,569838,3.617,622326,3.617,583978,3.617,593948,3.617,556455,3.617,579956,3.617,557433,3.617,585031,3.617,586179,3.617,581678,3.617,527853,3.617,539206,3.617,539671
3.618,571214,3.618,568453,3.618,573667,3.618,569692,3.618,621376,3.618,583990,3.618,593422,3.618,556806,3.618,579278,3.618,557701,3.618,583468,3.618,584827,3.618,580957,3.618,528771,3.618,540166,3.618,540652
3.62,571996,3.62,568719,3.62,573901,3.62,569960,3.62,620120,3.62,584121,3.62,592941,3.62,557365,3.62,578641,3.62,558133,3.62,582308,3.62,583538,3.62,580090,3.62,529758,3.62,541137,3.62,541853
3.622,572867,3.622,569238,3.622,574504,3.622,570332,3.622,618974,3.622,584651,3.622,592547,3.622,558123,3.622,578281,3.622,558814,3.622,581422,3.622,582386,3.622,579385,3.622,530868,3.622,542405,3.622,543115
3.623,573835,3.623,569923,3.623,575179,3.623,571043,3.623,617579,3.623,585279,3.623,592242,3.623,559135,3.623,577931,3.623,559583,3.623,580930,3.623,581491,3.623,578662,3.623,532076,3.623,543269,3.623,544387
3.625,574631,3.625,570550,3.625,575758,3.625,571941,3.625,616443,3.625,586165,3.625,592562,3.625,560043,3.625,577565,3.625,560256,3.625,580770,3.625,580936,3.625,578197,3.625,533283,3.625,544327,3.625,545412
3.627,575571,3.627,571037,3.627,576457,3.627,572727,3.627,615219,3.627,587236,3.627,592907,3.627,561263,3.627,577113,3.627,561055,3.627,580672,3.627,580759,3.627,578276,3.627,534454,3.627,545339,3.627,546493
3.628,576427,3.628,571848,3.628,577517,3.628,573474,3.628,614465,3.628,588431,3.628,593668,3.628,562663,3.628,576924,3.628,561885,3.628,580637,3.628,580765,3.628,578675,3.628,535614,3.628,546430,3.628,547347
3.63,577332,3.63,572539,3.63,578611,3.63,574360,3.63,613975,3.63,589540,3.63,594460,3.63,564028,3.63,576611,3.63,562596,3.63,580352,3.63,581203,3.63,579294,3.63,536531,3.63,547246,3.63,548347
3.632,578335,3.632,573411,3.632,579784,3.632,575463,3.632,614315,3.632,590621,3.632,595701,3.632,565359,3.632,576503,3.632,563298,3.632,580401,3.632,582013,3.632,580173,3.632,537478,3.632,548339,3.632,549444
3.633,579699,3.633,574460,3.633,581324,3.633,576903,3.633,614987,3.633,591612,3.633,596899,3.633,566951,3.633,576589,3.633,564060,3.633,580757,3.633,583174,3.633,581193,3.633,538209,3.633,549288,3.633,550682
3.635,581279,3.635,575990,3.635,583082,3.635,578817,3.635,616213,3.635,592977,3.635,598729,3.635,568361,3.635,577208,3.635,565095,3.635,581609,3.635,584767,3.635,582502,3.635,539009,3.635,550265,3.635,551890
3.637,583065,3.637,577917,3.637,584990,3.637,581262,3.637,618246,3.637,594869,3.637,601038,3.637,569732,3.637,578046,3.637,566095,3.637,583035,3.637,586885,3.637,584098,3.637,539832,3.637,551303,3.637,553012
3.638,585014,3.638,580342,3.638,587352,3.638,584129,3.638,621118,3.638,597574,3.638,604434,3.638,571409,3.638,579094,3.638,567560,3.638,585242,3.638,589270,3.638,586089,3.638,540755,3.638,552308,3.638,553751
3.64,587203,3.64,583252,3.64,590312,3.64,587424,3.64,624505,3.64,601366,3.64,608317,3.64,573268,3.64,580658,3.64,569224,3.64,587838,3.64,591888,3.64,588580,3.64,541473,3.64,553087,3.64,554369
3.642,589420,3.642,586778,3.642,593904,3.642,590823,3.642,628775,3.642,606232,3.642,613049,3.642,575232,3.642,582547,3.642,571333,3.642,590717,3.642,594874,3.642,591635,3.642,542352,3.642,553712,3.642,554806
3.643,591653,3.643,590752,3.643,597925,3.643,594688,3.643,633972,3.643,611540,3.643,618340,3.643,577576,3.643,584727,3.643,573532,3.643,594109,3.643,598291,3.643,594799,3.643,543228,3.643,554467,3.643,555036
3.645,594137,3.645,594711,3.645,602420,3.645,598809,3.645,639747,3.645,617395,3.645,623944,3.645,580229,3.645,587062,3.645,576209,3.645,597729,3.645,601863,3.645,598487,3.645,544097,3.645,555069,3.645,555312
3.647,596632,3.647,599080,3.647,607191,3.647,603086,3.647,645818,3.647,623435,3.647,629352,3.647,583038,3.647,589835,3.647,578832,3.647,601507,3.647,605566,3.647,602295,3.647,544876,3.647,555731,3.647,555854
3.648,599173,3.648,603404,3.648,611786,3.648,607456,3.648,651940,3.648,629217,3.648,634811,3.648,585972,3.648,592753,3.648,581454,3.648,605166,3.648,608850,3.648,605999,3.648,545729,3.648,556604,3.648,556263
3.65,601722,3.65,607344,3.65,615908,3.65,611803,3.65,657667,3.65,634292,3.65,639740,3.65,588927,3.65,595611,3.65,583619,3.65,608881,3.65,611677,3.65,609398,3.65,546518,3.65,557581,3.65,556801
3.652,604111,3.652,610698,3.652,619452,3.652,615607,3.652,662580,3.652,638856,3.652,643829,3.652,591586,3.652,597824,3.652,585647,3.652,611849,3.652,613808,3.652,612656,3.652,547193,3.652,558408,3.652,557593
3.653,605964,3.653,613618,3.653,622288,3.653,618551,3.653,666319,3.653,642144,3.653,646775,3.653,593918,3.653,599877,3.653,587166,3.653,614032,3.653,615033,3.653,614911,3.653,547791,3.653,559251,3.653,558398
3.655,607506,3.655,615400,3.655,623968,3.655,620338,3.655,668882,3.655,644054,3.655,648400,3.655,595435,3.655,601365,3.655,588388,3.655,615382,3.655,615392,3.655,616477,3.655,548392,3.655,560204,3.655,559071
3.657,608300,3.657,616237,3.657,624831,3.657,620742,3.657,670218,3.657,644496,3.657,648690,3.657,596293,3.657,602003,3.657,589158,3.657,616080,3.657,615512,3.657,617213,3.657,548885,3.657,561037,3.657,559859
3.658,608281,3.658,616105,3.658,624741,3.658,620244,3.658,670279,3.658,643887,3.658,647727,3.658,596438,3.658,602173,3.658,589907,3.658,615653,3.658,615226,3.658,617124,3.658,549473,3.658,561934,3.658,560900
3.66,607876,3.66,615369,3.66,623908,3.66,618897,3.66,669384,3.66,642172,3.66,645560,3.66,596130,3.66,602254,3.66,590095,3.66,614723,3.66,614389,3.66,616177,3.66,550238,3.66,562892,3.66,561747
3.662,607197,3.662,614069,3.662,622273,3.662,617035,3.662,667477,3.662,639695,3.662,642874,3.662,595304,3.662,602060,3.662,590049,3.662,613364,3.662,613319,3.662,614751,3.662,550888,3.662,563810,3.662,562723
3.663,606166,3.663,612721,3.663,620230,3.663,615146,3.663,664745,3.663,636937,3.663,639964,3.663,594606,3.663,602012,3.663,589742,3.663,611791,3.663,612166,3.663,612903,3.663,551701,3.663,564627,3.663,563860
3.665,605219,3.665,611131,3.665,617842,3.665,613386,3.665,661637,3.665,634006,3.665,636761,3.665,593776,3.665,602770,3.665,589467,3.665,609933,3.665,610655,3.665,611071,3.665,552809,3.665,565467,3.665,565042
3.667,604722,3.667,609698,3.667,615253,3.667,611587,3.667,658440,3.667,631104,3.667,633577,3.667,593214,3.667,604283,3.667,589226,3.667,608342,3.667,609138,3.667,609458,3.667,553833,3.667,566253,3.667,566054
3.668,604228,3.668,608313,3.668,612808,3.668,610005,3.668,655011,3.668,628190,3.668,630940,3.668,592723,3.668,606629,3.668,589529,3.668,607047,3.668,608104,3.668,608144,3.668,554879,3.668,567227,3.668,567400
3.67,604129,3.67,606754,3.67,610833,3.67,608548,3.67,652085,3.67,625704,3.67,628615,3.67,592263,3.67,609718,3.67,590128,3.67,606210,3.67,607687,3.67,607458,3.67,556322,3.67,568367,3.67,568814
3.672,604355,3.672,605212,3.672,609325,3.672,607226,3.672,649770,3.672,623543,3.672,626841,3.672,591785,3.672,613565,3.672,591087,3.672,605680,3.672,607702,3.672,607283,3.672,557863,3.672,569793,3.672,570186
3.673,604874,3.673,604113,3.673,608400,3.673,606332,3.673,647819,3.673,622013,3.673,625576,3.673,591653,3.673,617581,3.673,592450,3.673,605763,3.673,608346,3.673,607575,3.673,559296,3.673,571364,3.673,571765
3.675,605436,3.675,603384,3.675,608195,3.675,605697,3.675,646190,3.675,620814,3.675,624894,3.675,591541,3.675,621842,3.675,593923,3.675,606049,3.675,609439,3.675,608098,3.675,560845,3.675,573117,3.675,573512
3.677,606217,3.677,602897,3.677,608334,3.677,605474,3.677,645230,3.677,620470,3.677,624478,3.677,591627,3.677,626194,3.677,595486,3.677,606659,3.677,610599,3.677,608902,3.677,562490,3.677,574798,3.677,575162
3.678,607055,3.678,603101,3.678,608798,3.678,605758,3.678,644501,3.678,620528,3.678,624461,3.678,592251,3.678,630344,3.678,597172,3.678,607356,3.678,611547,3.678,609732,3.678,564104,3.678,576725,3.678,576744
3.68,608193,3.68,603436,3.68,609551,3.68,606400,3.68,643970,3.68,620927,3.68,624462,3.68,593167,3.68,633918,3.68,598894,3.68,608348,3.68,612468,3.68,610814,3.68,565686,3.68,578491,3.68,578378
3.682,609485,3.682,604062,3.682,610396,3.682,607099,3.682,643758,3.682,621289,3.682,624972,3.682,594310,3.682,636980,3.682,600559,3.682,609344,3.682,613475,3.682,611758,3.682,567485,3.682,580218,3.682,579854
3.683,610882,3.683,604780,3.683,611389,3.683,608135,3.683,644001,3.683,622025,3.683,625669,3.683,595604,3.683,639104,3.683,602061,3.683,610667,3.683,614492,3.683,612867,3.683,569348,3.683,581892,3.683,581315
3.685,612552,3.685,605817,3.685,612500,3.685,609301,3.685,644581,3.685,622430,3.685,626644,3.685,597042,3.685,640239,3.685,603265,3.685,611919,3.685,615493,3.685,614046,3.685,571183,3.685,583505,3.685,582830
3.687,614143,3.687,606966,3.687,613475,3.687,610660,3.687,645542,3.687,622874,3.687,627795,3.687,598451,3.687,640864,3.687,604491,3.687,613363,3.687,616629,3.687,615414,3.687,572857,3.687,584696,3.687,584402
3.688,615569,3.688,608502,3.688,614534,3.688,612076,3.688,646551,3.688,623429,3.688,629399,3.688,599864,3.688,640917,3.688,605600,3.688,614504,3.688,618045,3.688,616510,3.688,574431,3.688,585987,3.688,586138
3.69,616862,3.69,610056,3.69,615698,3.69,613522,3.69,647911,3.69,624419,3.69,630855,3.69,601160,3.69,640875,3.69,606562,3.69,615592,3.69,619251,3.69,617706,3.69,575796,3.69,587241,3.69,588074
3.692,618114,3.692,611661,3.692,616678,3.692,615004,3.692,649293,3.692,625358,3.692,632393,3.692,602528,3.692,640911,3.692,607844,3.692,616414,3.692,620235,3.692,618782,3.692,577124,3.692,588447,3.692,589855
3.693,619199,3.693,613275,3.693,617602,3.693,616482,3.693,650656,3.693,626749,3.693,633866,3.693,604021,3.693,641024,3.693,609400,3.693,617344,3.693,621382,3.693,619875,3.693,578492,3.693,589747,3.693,591591
3.695,620366,3.695,614882,3.695,618782,3.695,617651,3.695,651745,3.695,628269,3.695,635120,3.695,605492,3.695,641368,3.695,610836,3.695,618014,3.695,622586,3.695,620915,3.695,579951,3.695,591263,3.695,593209
3.697,621340,3.697,616353,3.697,619739,3.697,618864,3.697,653032,3.697,629658,3.697,635973,3.697,606951,3.697,642174,3.697,612540,3.697,618954,3.697,623598,3.697,622063,3.697,581318,3.697,592483,3.697,594548
3.698,622107,3.698,617760,3.698,620819,3.698,620255,3.698,653980,3.698,630757,3.698,636840,3.698,608401,3.698,643024,3.698,614469,3.698,619937,3.698,624667,3.698,623250,3.698,582752,3.698,593907,3.698,595649
3.7,622705,3.7,619120,3.7,622083,3.7,621550,3.7,654847,3.7,631761,3.7,637738,3.7,609776,3.7,644170,3.7,616231,3.7,621205,3.7,625932,3.7,624508,3.7,584044,3.7,595327,3.7,596754
3.702,623334,3.702,620246,3.702,623505,3.702,622644,3.702,655420,3.702,632651,3.702,638586,3.702,610941,3.702,645749,3.702,617983,3.702,622267,3.702,627225,3.702,625827,3.702,585228,3.702,596579,3.702,597554
3.703,623884,3.703,621104,3.703,624674,3.703,623995,3.703,656325,3.703,633456,3.703,639508,3.703,611971,3.703,647080,3.703,619902,3.703,623559,3.703,628488,3.703,627081,3.703,586420,3.703,597835,3.703,598421
3.705,624722,3.705,622076,3.705,626114,3.705,625269,3.705,657170,3.705,634463,3.705,640832,3.705,612822,3.705,648474,3.705,621679,3.705,624814,3.705,629625,3.705,628457,3.705,587951,3.705,599497,3.705,599353
3.707,626017,3.707,623178,3.707,627522,3.707,626391,3.707,658174,3.707,635756,3.707,642309,3.707,613942,3.707,649804,3.707,623318,3.707,626272,3.707,630902,3.707,629941,3.707,589458,3.707,600917,3.707,600374
3.708,627651,3.708,624387,3.708,628884,3.708,627757,3.708,659402,3.708,637291,3.708,643753,3.708,615032,3.708,650950,3.708,624881,3.708,627623,3.708,632268,3.708,631497,3.708,591343,3.708,602535,3.708,601461
3.71,629645,3.71,625972,3.71,630531,3.71,629548,3.71,660944,3.71,638897,3.71,645645,3.71,616503,3.71,651766,3.71,626593,3.71,629353,3.71,633776,3.71,633050,3.71,593516,3.71,604639,3.71,603153
3.712,632267,3.712,628175,3.712,632725,3.712,631453,3.712,662535,3.712,640972,3.712,648071,3.712,618405,3.712,652816,3.712,628208,3.712,631318,3.712,635727,3.712,634982,3.712,595741,3.712,607074,3.712,605234
3.713,635208,3.713,630532,3.713,635224,3.713,633809,3.713,664477,3.713,643454,3.713,650757,3.713,621035,3.713,653664,3.713,629945,3.713,633727,3.713,638266,3.713,637059,3.713,598046,3.713,609587,3.713,607876
3.715,638529,3.715,633249,3.715,638135,3.715,636921,3.715,666963,3.715,646183,3.715,653871,3.715,623854,3.715,654774,3.715,632170,3.715,636273,3.715,641158,3.715,639399,3.715,600944,3.715,612648,3.715,610939
3.717,642537,3.717,636570,3.717,641697,3.717,640352,3.717,669831,3.717,649631,3.717,657687,3.717,627311,3.717,656331,3.717,634919,3.717,639318,3.717,644633,3.717,642377,3.717,604097,3.717,616089,3.717,614609
3.718,646830,3.718,640195,3.718,645475,3.718,644174,3.718,673338,3.718,653602,3.718,661819,3.718,631058,3.718,658608,3.718,637918,3.718,642796,3.718,648629,3.718,645931,3.718,607628,3.718,619935,3.718,618641
3.72,651139,3.72,644083,3.72,649576,3.72,648556,3.72,677568,3.72,657694,3.72,666233,3.72,635102,3.72,661416,3.72,641320,3.72,646809,3.72,652977,3.72,649830,3.72,611916,3.72,624135,3.72,622960
3.722,655860,3.722,648473,3.722,653981,3.722,653361,3.722,682045,3.722,662074,3.722,670884,3.722,639387,3.722,664993,3.722,645155,3.722,651260,3.722,657458,3.722,654333,3.722,616862,3.722,628739,3.722,627353
3.723,660599,3.723,653072,3.723,658548,3.723,658150,3.723,686604,3.723,666811,3.723,675743,3.723,643952,3.723,669083,3.723,648916,3.723,656199,3.723,662068,3.723,659111,3.723,621891,3.723,633499,3.723,631966
3.725,664818,3.725,657788,3.725,662972,3.725,663008,3.725,691257,3.725,671277,3.725,680367,3.725,648388,3.725,673275,3.725,652731,3.725,661355,3.725,666453,3.725,663663,3.725,626995,3.725,638379,3.725,636710
3.727,668598,3.727,662515,3.727,667339,3.727,667854,3.727,695819,3.727,675593,3.727,684767,3.727,652665,3.727,677240,3.727,656577,3.727,666317,3.727,670265,3.727,667831,3.727,632126,3.727,642805,3.727,641146
3.728,672213,3.728,666955,3.728,671285,3.728,672246,3.728,699816,3.728,679749,3.728,688504,3.728,656774,3.728,680784,3.728,659996,3.728,670387,3.728,673295,3.728,671497,3.728,636746,3.728,646836,3.728,645098
3.73,674974,3.73,671028,3.73,674720,3.73,675748,3.73,703570,3.73,683370,3.73,691565,3.73,660196,3.73,683691,3.73,663076,3.73,673567,3.73,675670,3.73,674373,3.73,640448,3.73,650197,3.73,648584
3.732,677149,3.732,674281,3.732,677597,3.732,678614,3.732,707012,3.732,686241,3.732,693813,3.732,662892,3.732,685693,3.732,665449,3.732,675760,3.732,677460,3.732,676464,3.732,643179,3.732,652763,3.732,651228
3.733,678804,3.733,676561,3.733,679837,3.733,680752,3.733,709730,3.733,688502,3.733,695364,3.733,665078,3.733,686857,3.733,667080,3.733,676860,3.733,678444,3.733,677951,3.733,644929,3.733,654266,3.733,652571
3.735,680091,3.735,678094,3.735,681480,3.735,681945,3.735,711622,3.735,690226,3.735,696174,3.735,666648,3.735,687152,3.735,667738,3.735,677223,3.735,679067,3.735,678935,3.735,645522,3.735,655020,3.735,653014
3.737,680697,3.737,679028,3.737,682778,3.737,682659,3.737,713114,3.737,691452,3.737,696825,3.737,667522,3.737,686765,3.737,668005,3.737,677531,3.737,679738,3.737,679611,3.737,645057,3.737,654822,3.737,652656
3.738,681110,3.738,679209,3.738,683782,3.738,683361,3.738,714279,3.738,692476,3.738,697693,3.738,667832,3.738,685583,3.738,667449,3.738,677518,3.738,680407,3.738,680052,3.738,643888,3.738,653885,3.738,651751
3.74,681092,3.74,679544,3.74,684763,3.74,683877,3.74,715218,3.74,693858,3.74,698859,3.74,667937,3.74,683977,3.74,666962,3.74,677671,3.74,680996,3.74,680621,3.74,642507,3.74,652527,3.74,650398
3.742,681364,3.742,680152,3.742,686034,3.742,684723,3.742,716705,3.742,695771,3.742,700720,3.742,667976,3.742,682204,3.742,666363,3.742,678296,3.742,682055,3.742,681356,3.742,640938,3.742,650929,3.742,649115
3.743,681877,3.743,681213,3.743,687830,3.743,686190,3.743,718874,3.743,698528,3.743,703556,3.743,668122,3.743,680702,3.743,666060,3.743,679402,3.743,683502,3.743,682542,3.743,639346,3.743,649151,3.743,647742
3.745,682790,3.745,682754,3.745,690052,3.745,688159,3.745,721672,3.745,702234,3.745,707366,3.745,668452,3.745,679662,3.745,666038,3.745,681036,3.745,685113,3.745,684231,3.745,638008,3.745,647423,3.745,646305
3.747,684084,3.747,685268,3.747,693191,3.747,690915,3.747,725557,3.747,706861,3.747,711956,3.747,669435,3.747,679358,3.747,666641,3.747,683563,3.747,687172,3.747,686636,3.747,636867,3.747,645849,3.747,644769
3.748,686090,3.748,688395,3.748,697020,3.748,694719,3.748,730484,3.748,712354,3.748,717608,3.748,671038,3.748,679820,3.748,667694,3.748,686903,3.748,690134,3.748,689446,3.748,635847,3.748,644513,3.748,643274
3.75,688420,3.75,692284,3.75,701797,3.75,699363,3.75,736488,3.75,718812,3.75,724211,3.75,673136,3.75,681016,3.75,669376,3.75,690798,3.75,693695,3.75,693055,3.75,634924,3.75,643413,3.75,641931
3.752,691116,3.752,696828,3.752,707288,3.752,704875,3.752,743770,3.752,726282,3.752,732249,3.752,675887,3.752,682717,3.752,671574,3.752,695413,3.752,698091,3.752,697415,3.752,634150,3.752,642673,3.752,640947
3.753,694377,3.753,702520,3.753,714014,3.753,711587,3.753,752595,3.753,735285,3.753,741756,3.753,679348,3.753,685017,3.753,674433,3.753,700809,3.753,703818,3.753,702737,3.753,633488,3.753,642304,3.753,640413
3.755,698490,3.755,709257,3.755,721912,3.755,719534,3.755,762763,3.755,746249,3.755,753088,3.755,683575,3.755,688228,3.755,678025,3.755,707285,3.755,710953,3.755,709103,3.755,632999,3.755,642409,3.755,640197
3.757,703546,3.757,717428,3.757,731737,3.757,728860,3.757,774900,3.757,759428,3.757,766947,3.757,688636,3.757,692171,3.757,682388,3.757,714802,3.757,719397,3.757,717177,3.757,632339,3.757,642582,3.757,640423
3.758,709737,3.758,727456,3.758,743481,3.758,740282,3.758,789502,3.758,775548,3.758,783741,3.758,694704,3.758,697154,3.758,687826,3.758,724097,3.758,729818,3.758,726809,3.758,631828,3.758,642961,3.758,640740
3.76,717332,3.76,739690,3.76,757986,3.76,754127,3.76,807036,3.76,794982,3.76,803374,3.76,701913,3.76,703384,3.76,694608,3.76,735508,3.76,742069,3.76,738305,3.76,631525,3.76,643398,3.76,641087
