X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42,X43,Y43,X44,Y44,X45,Y45,X46,Y46,X47,Y47,X48,Y48
4.898,1720644,4.898,1755344,4.898,1770884,4.898,1780196,4.898,1788966,4.898,1800045,4.898,1792298,4.898,1791247,4.898,1804674,4.898,1794795,4.898,1799721,4.898,1793189,4.898,1782857,4.898,1773631,4.898,1779539,4.898,1771148,4.898,1775213,4.898,1771146,4.898,1758012,4.898,1766189,4.898,1762446,4.898,1772789,4.898,1766502,4.898,1770470,4.898,1783548,4.898,1749619,4.898,1758815,4.898,1769080,4.898,1780396,4.898,1770890,4.898,1773346,4.898,1772838,4.898,1767962,4.898,1763226,4.898,1773005,4.898,1767042,4.898,1773342,4.898,1776721,4.898,1766289,4.898,1766257,4.898,1790601,4.898,1783473,4.898,1780027,4.898,1775918,4.898,1782234,4.898,1784147,4.898,1782062,4.898,1785456
4.9,1722595,4.9,1757389,4.9,1772815,4.9,1782137,4.9,1790846,4.9,1801856,4.9,1794223,4.9,1793135,4.9,1806380,4.9,1796750,4.9,1801527,4.9,1795427,4.9,1784899,4.9,1775416,4.9,1781427,4.9,1773183,4.9,1777151,4.9,1772904,4.9,1759948,4.9,1767988,4.9,1764318,4.9,1774772,4.9,1768390,4.9,1772919,4.9,1785767,4.9,1751518,4.9,1760598,4.9,1771093,4.9,1782519,4.9,1773062,4.9,1775115,4.9,1774827,4.9,1770250,4.9,1765282,4.9,1774676,4.9,1768852,4.9,1775437,4.9,1778695,4.9,1768185,4.9,1768173,4.9,1792418,4.9,1785571,4.9,1781711,4.9,1777666,4.9,1783984,4.9,1785889,4.9,1784171,4.9,1786914
4.902,1724781,4.902,1759045,4.902,1774938,4.902,1784166,4.902,1793019,4.902,1803896,4.902,1796103,4.902,1794855,4.902,1808211,4.902,1798938,4.902,1803443,4.902,1797613,4.902,1786796,4.902,1777082,4.902,1783317,4.902,1775079,4.902,1779045,4.902,1775017,4.902,1761721,4.902,1769661,4.902,1766065,4.902,1776821,4.902,1770508,4.902,1775092,4.902,1787915,4.902,1753254,4.902,1762546,4.902,1773250,4.902,1784963,4.902,1775469,4.902,1777122,4.902,1776841,4.902,1772604,4.902,1767356,4.902,1776334,4.902,1770700,4.902,1777542,4.902,1780837,4.902,1770447,4.902,1770241,4.902,1794227,4.902,1787673,4.902,1783646,4.902,1779697,4.902,1785660,4.902,1788064,4.902,1786259,4.902,1788355
4.903,1726799,4.903,1760634,4.903,1777097,4.903,1786563,4.903,1795206,4.903,1805896,4.903,1797956,4.903,1796938,4.903,1810022,4.903,1801044,4.903,1805293,4.903,1799681,4.903,1788651,4.903,1778613,4.903,1785059,4.903,1777307,4.903,1781156,4.903,1777255,4.903,1763458,4.903,1771663,4.903,1767924,4.903,1778877,4.903,1772491,4.903,1777349,4.903,1790047,4.903,1755106,4.903,1764675,4.903,1775760,4.903,1787568,4.903,1777814,4.903,1779219,4.903,1778822,4.903,1774857,4.903,1769705,4.903,1778036,4.903,1772657,4.903,1779638,4.903,1783276,4.903,1772756,4.903,1772335,4.903,1796052,4.903,1789783,4.903,1785651,4.903,1781823,4.903,1787371,4.903,1790367,4.903,1788383,4.903,1790269
4.905,1728631,4.905,1762322,4.905,1779303,4.905,1788744,4.905,1797394,4.905,1807864,4.905,1800028,4.905,1798814,4.905,1812031,4.905,1802738,4.905,1807221,4.905,1801587,4.905,1790495,4.905,1780270,4.905,1787019,4.905,1779760,4.905,1782979,4.905,1779377,4.905,1765457,4.905,1773781,4.905,1769947,4.905,1780904,4.905,1774163,4.905,1779352,4.905,1792129,4.905,1757323,4.905,1766802,4.905,1778720,4.905,1790481,4.905,1780153,4.905,1781389,4.905,1780675,4.905,1777267,4.905,1771669,4.905,1779762,4.905,1774632,4.905,1781621,4.905,1785705,4.905,1774937,4.905,1774497,4.905,1798279,4.905,1791706,4.905,1787477,4.905,1784037,4.905,1789184,4.905,1792667,4.905,1790396,4.905,1792452
4.907,1730569,4.907,1764071,4.907,1781542,4.907,1790732,4.907,1799614,4.907,1809973,4.907,1802168,4.907,1800741,4.907,1813883,4.907,1804435,4.907,1809469,4.907,1803203,4.907,1792336,4.907,1781990,4.907,1789040,4.907,1781955,4.907,1784766,4.907,1781621,4.907,1767509,4.907,1775852,4.907,1771989,4.907,1782895,4.907,1776025,4.907,1781204,4.907,1794168,4.907,1759800,4.907,1769124,4.907,1782049,4.907,1793768,4.907,1783052,4.907,1783863,4.907,1782486,4.907,1779410,4.907,1773658,4.907,1781795,4.907,1776431,4.907,1783483,4.907,1788066,4.907,1777073,4.907,1776816,4.907,1800641,4.907,1793679,4.907,1789389,4.907,1786363,4.907,1791025,4.907,1794987,4.907,1792314,4.907,1794997
4.908,1732575,4.908,1765664,4.908,1784024,4.908,1792700,4.908,1801838,4.908,1812161,4.908,1804404,4.908,1802828,4.908,1815910,4.908,1806244,4.908,1811334,4.908,1804939,4.908,1794382,4.908,1784105,4.908,1790994,4.908,1784190,4.908,1786663,4.908,1783905,4.908,1769478,4.908,1778109,4.908,1774353,4.908,1785058,4.908,1778198,4.908,1783075,4.908,1796137,4.908,1762076,4.908,1771377,4.908,1786316,4.908,1797436,4.908,1786975,4.908,1785982,4.908,1784548,4.908,1781487,4.908,1775898,4.908,1784049,4.908,1778472,4.908,1785263,4.908,1790511,4.908,1779231,4.908,1779087,4.908,1803078,4.908,1795635,4.908,1791624,4.908,1788439,4.908,1793126,4.908,1797586,4.908,1794324,4.908,1797512
4.91,1734398,4.91,1767739,4.91,1786425,4.91,1794765,4.91,1803952,4.91,1814260,4.91,1806606,4.91,1804965,4.91,1817816,4.91,1808027,4.91,1813380,4.91,1806939,4.91,1796594,4.91,1786424,4.91,1793156,4.91,1786589,4.91,1788736,4.91,1785881,4.91,1771768,4.91,1780578,4.91,1777067,4.91,1787317,4.91,1780395,4.91,1784919,4.91,1798159,4.91,1764421,4.91,1773682,4.91,1791641,4.91,1801737,4.91,1791999,4.91,1788095,4.91,1786490,4.91,1783573,4.91,1778246,4.91,1786552,4.91,1780566,4.91,1787145,4.91,1792732,4.91,1781199,4.91,1781515,4.91,1805623,4.91,1797586,4.91,1793854,4.91,1790497,4.91,1795304,4.91,1799923,4.91,1796224,4.91,1800213
4.912,1736551,4.912,1770041,4.912,1788951,4.912,1796687,4.912,1806006,4.912,1816524,4.912,1808783,4.912,1806811,4.912,1819887,4.912,1810044,4.912,1815519,4.912,1808955,4.912,1798872,4.912,1788976,4.912,1795363,4.912,1788940,4.912,1790772,4.912,1787748,4.912,1774083,4.912,1782815,4.912,1779568,4.912,1789579,4.912,1782983,4.912,1786643,4.912,1800216,4.912,1766696,4.912,1776079,4.912,1798592,4.912,1807623,4.912,1799119,4.912,1790295,4.912,1788625,4.912,1785883,4.912,1780454,4.912,1789014,4.912,1782618,4.912,1789321,4.912,1794948,4.912,1783331,4.912,1784033,4.912,1808374,4.912,1799919,4.912,1795940,4.912,1792449,4.912,1797694,4.912,1802292,4.912,1798271,4.912,1802667
4.913,1738909,4.913,1772262,4.913,1791508,4.913,1799026,4.913,1808164,4.913,1818834,4.913,1811031,4.913,1808728,4.913,1822089,4.913,1812578,4.913,1817990,4.913,1811343,4.913,1801464,4.913,1791531,4.913,1797882,4.913,1791115,4.913,1793262,4.913,1789734,4.913,1776506,4.913,1785081,4.913,1782228,4.913,1791998,4.913,1785759,4.913,1788622,4.913,1802330,4.913,1768784,4.913,1778518,4.913,1808090,4.913,1815425,4.913,1809427,4.913,1792281,4.913,1791137,4.913,1788160,4.913,1782939,4.913,1791582,4.913,1784897,4.913,1791632,4.913,1797021,4.913,1785501,4.913,1786660,4.913,1810790,4.913,1802387,4.913,1798352,4.913,1794502,4.913,1800398,4.913,1804776,4.913,1800754,4.913,1805231
4.915,1741346,4.915,1774378,4.915,1793974,4.915,1801246,4.915,1810299,4.915,1821029,4.915,1813385,4.915,1810780,4.915,1824470,4.915,1814903,4.915,1820355,4.915,1814038,4.915,1804090,4.915,1794101,4.915,1800154,4.915,1793474,4.915,1795987,4.915,1791844,4.915,1779125,4.915,1787562,4.915,1784976,4.915,1794736,4.915,1788458,4.915,1790934,4.915,1804622,4.915,1770965,4.915,1780762,4.915,1820983,4.915,1826123,4.915,1823486,4.915,1794212,4.915,1793718,4.915,1790604,4.915,1785552,4.915,1794260,4.915,1787521,4.915,1794021,4.915,1799223,4.915,1787783,4.915,1789070,4.915,1813179,4.915,1804854,4.915,1800927,4.915,1796595,4.915,1803246,4.915,1807380,4.915,1803292,4.915,1807591
4.917,1743772,4.917,1776870,4.917,1796409,4.917,1803704,4.917,1812490,4.917,1823047,4.917,1815554,4.917,1812895,4.917,1826778,4.917,1817353,4.917,1822895,4.917,1816722,4.917,1806439,4.917,1796376,4.917,1802630,4.917,1795889,4.917,1798490,4.917,1793885,4.917,1781896,4.917,1790149,4.917,1787492,4.917,1797185,4.917,1791116,4.917,1793323,4.917,1806836,4.917,1773361,4.917,1783126,4.917,1838166,4.917,1840581,4.917,1842346,4.917,1796575,4.917,1796076,4.917,1793231,4.917,1787792,4.917,1796837,4.917,1790164,4.917,1796742,4.917,1801572,4.917,1790237,4.917,1791677,4.917,1815627,4.917,1807390,4.917,1803363,4.917,1799005,4.917,1806219,4.917,1809781,4.917,1805924,4.917,1809961
4.918,1746342,4.918,1779318,4.918,1798841,4.918,1806104,4.918,1814926,4.918,1825235,4.918,1817855,4.918,1815327,4.918,1829205,4.918,1819715,4.918,1825266,4.918,1819077,4.918,1808720,4.918,1798690,4.918,1805081,4.918,1798410,4.918,1801210,4.918,1796202,4.918,1784325,4.918,1792633,4.918,1789754,4.918,1799677,4.918,1793820,4.918,1795792,4.918,1809124,4.918,1775893,4.918,1785584,4.918,1860196,4.918,1859306,4.918,1866971,4.918,1799056,4.918,1798742,4.918,1795947,4.918,1790012,4.918,1799243,4.918,1792969,4.918,1799543,4.918,1804078,4.918,1792834,4.918,1794020,4.918,1818125,4.918,1810007,4.918,1805834,4.918,1801400,4.918,1809045,4.918,1812292,4.918,1808699,4.918,1812100
4.92,1748737,4.92,1781544,4.92,1801165,4.92,1808458,4.92,1817431,4.92,1827455,4.92,1820178,4.92,1817994,4.92,1831626,4.92,1822127,4.92,1827659,4.92,1821348,4.92,1811141,4.92,1800978,4.92,1807860,4.92,1800881,4.92,1803867,4.92,1798807,4.92,1786876,4.92,1795419,4.92,1792363,4.92,1802311,4.92,1796157,4.92,1798505,4.92,1811595,4.92,1778823,4.92,1787948,4.92,1886840,4.92,1882170,4.92,1896948,4.92,1801472,4.92,1801384,4.92,1798546,4.92,1792195,4.92,1801898,4.92,1795889,4.92,1802245,4.92,1806602,4.92,1795543,4.92,1796207,4.92,1820489,4.92,1812316,4.92,1808727,4.92,1804016,4.92,1811798,4.92,1815010,4.92,1811514,4.92,1814393
4.922,1751145,4.922,1784098,4.922,1803317,4.922,1810510,4.922,1820128,4.922,1829709,4.922,1822296,4.922,1820675,4.922,1833843,4.922,1824337,4.922,1829750,4.922,1823315,4.922,1813422,4.922,1803334,4.922,1810323,4.922,1803433,4.922,1806307,4.922,1801487,4.922,1789343,4.922,1798286,4.922,1794814,4.922,1804937,4.922,1798479,4.922,1801249,4.922,1814064,4.922,1781753,4.922,1790327,4.922,1916998,4.922,1908784,4.922,1931315,4.922,1804138,4.922,1803714,4.922,1801301,4.922,1794680,4.922,1804610,4.922,1798718,4.922,1804764,4.922,1809371,4.922,1798361,4.922,1798528,4.922,1823042,4.922,1814528,4.922,1811383,4.922,1806591,4.922,1814162,4.922,1817719,4.922,1814031,4.922,1816578
4.923,1753500,4.923,1786769,4.923,1805425,4.923,1812815,4.923,1822818,4.923,1832031,4.923,1824386,4.923,1823503,4.923,1836019,4.923,1826880,4.923,1831861,4.923,1825336,4.923,1815898,4.923,1805689,4.923,1813148,4.923,1806007,4.923,1808657,4.923,1804146,4.923,1791812,4.923,1800884,4.923,1797193,4.923,1807273,4.923,1800834,4.923,1803850,4.923,1816656,4.923,1784414,4.923,1792816,4.923,1948777,4.923,1937440,4.923,1967957,4.923,1806897,4.923,1806180,4.923,1804153,4.923,1797053,4.923,1807351,4.923,1801422,4.923,1807394,4.923,1812194,4.923,1801077,4.923,1800977,4.923,1825431,4.923,1816918,4.923,1813945,4.923,1809386,4.923,1816462,4.923,1820526,4.923,1816590,4.923,1818931
4.925,1755858,4.925,1789430,4.925,1807494,4.925,1814918,4.925,1825535,4.925,1834635,4.925,1826678,4.925,1826157,4.925,1838302,4.925,1829423,4.925,1833862,4.925,1827429,4.925,1818497,4.925,1808352,4.925,1815808,4.925,1808309,4.925,1811342,4.925,1807084,4.925,1794240,4.925,1803308,4.925,1799840,4.925,1809950,4.925,1803069,4.925,1806474,4.925,1819273,4.925,1787068,4.925,1795339,4.925,1979453,4.925,1965789,4.925,2003755,4.925,1809596,4.925,1808798,4.925,1806854,4.925,1799860,4.925,1810232,4.925,1804237,4.925,1809881,4.925,1814735,4.925,1803626,4.925,1803183,4.925,1827793,4.925,1819255,4.925,1816449,4.925,1811942,4.925,1818461,4.925,1823398,4.925,1819197,4.925,1821502
4.927,1758158,4.927,1791828,4.927,1809579,4.927,1817126,4.927,1827973,4.927,1836968,4.927,1828723,4.927,1828560,4.927,1840587,4.927,1831941,4.927,1836028,4.927,1829777,4.927,1821169,4.927,1810849,4.927,1818392,4.927,1810506,4.927,1813589,4.927,1809918,4.927,1796832,4.927,1805658,4.927,1802449,4.927,1812498,4.927,1805147,4.927,1809122,4.927,1821924,4.927,1789785,4.927,1797672,4.927,2006034,4.927,1991151,4.927,2035320,4.927,1812138,4.927,1811291,4.927,1809473,4.927,1802822,4.927,1813011,4.927,1806712,4.927,1812151,4.927,1817381,4.927,1806084,4.927,1805441,4.927,1829871,4.927,1821525,4.927,1818947,4.927,1814721,4.927,1820770,4.927,1826043,4.927,1821929,4.927,1824217
4.928,1760348,4.928,1794263,4.928,1811723,4.928,1819289,4.928,1830252,4.928,1839159,4.928,1830869,4.928,1830666,4.928,1842874,4.928,1834197,4.928,1837959,4.928,1832375,4.928,1823480,4.928,1813286,4.928,1820816,4.928,1812658,4.928,1815931,4.928,1812530,4.928,1799170,4.928,1807934,4.928,1804657,4.928,1815074,4.928,1807253,4.928,1811485,4.928,1824393,4.928,1792000,4.928,1800053,4.928,2025684,4.928,2010645,4.928,2059447,4.928,1814843,4.928,1813693,4.928,1812117,4.928,1805893,4.928,1815686,4.928,1809338,4.928,1814359,4.928,1819954,4.928,1808306,4.928,1807810,4.928,1831976,4.928,1823829,4.928,1821023,4.928,1817264,4.928,1822836,4.928,1828378,4.928,1824459,4.928,1826790
4.93,1762384,4.93,1796347,4.93,1813947,4.93,1821643,4.93,1832236,4.93,1841243,4.93,1833013,4.93,1832782,4.93,1845157,4.93,1836377,4.93,1840082,4.93,1835074,4.93,1825532,4.93,1815662,4.93,1823299,4.93,1814680,4.93,1818335,4.93,1814773,4.93,1801567,4.93,1810126,4.93,1806840,4.93,1817399,4.93,1809398,4.93,1813666,4.93,1826936,4.93,1794223,4.93,1802437,4.93,2036258,4.93,2022536,4.93,2073529,4.93,1817323,4.93,1816123,4.93,1814573,4.93,1808449,4.93,1818045,4.93,1811977,4.93,1816761,4.93,1822377,4.93,1810637,4.93,1809860,4.93,1833956,4.93,1826314,4.93,1823201,4.93,1819686,4.93,1825053,4.93,1830479,4.93,1827122,4.93,1829273
4.932,1764465,4.932,1798386,4.932,1816252,4.932,1823739,4.932,1834203,4.932,1843317,4.932,1835020,4.932,1834564,4.932,1847312,4.932,1838409,4.932,1842095,4.932,1837578,4.932,1827418,4.932,1817995,4.932,1825361,4.932,1816609,4.932,1820797,4.932,1816798,4.932,1803589,4.932,1812317,4.932,1808907,4.932,1819908,4.932,1811652,4.932,1815721,4.932,1829261,4.932,1796678,4.932,1804894,4.932,2037180,4.932,2025753,4.932,2076453,4.932,1819741,4.932,1818377,4.932,1816757,4.932,1810940,4.932,1820166,4.932,1814450,4.932,1819065,4.932,1824660,4.932,1812888,4.932,1811889,4.932,1836130,4.932,1828370,4.932,1825069,4.932,1821973,4.932,1827110,4.932,1832219,4.932,1829823,4.932,1831532
4.933,1766564,4.933,1800105,4.933,1818415,4.933,1825879,4.933,1836024,4.933,1844918,4.933,1837013,4.933,1836449,4.933,1849352,4.933,1840041,4.933,1844411,4.933,1839916,4.933,1829261,4.933,1820289,4.933,1827577,4.933,1818835,4.933,1823066,4.933,1818487,4.933,1805487,4.933,1814616,4.933,1810881,4.933,1822137,4.933,1813928,4.933,1817690,4.933,1831535,4.933,1798876,4.933,1807157,4.933,2029083,4.933,2020818,4.933,2068975,4.933,1822114,4.933,1820735,4.933,1818894,4.933,1813110,4.933,1821961,4.933,1816732,4.933,1821374,4.933,1827097,4.933,1815274,4.933,1814166,4.933,1838108,4.933,1830504,4.933,1827174,4.933,1824250,4.933,1829399,4.933,1833903,4.933,1832229,4.933,1833603
4.935,1768558,4.935,1802073,4.935,1820502,4.935,1828066,4.935,1837869,4.935,1846829,4.935,1839123,4.935,1838254,4.935,1851378,4.935,1841923,4.935,1846697,4.935,1842135,4.935,1831066,4.935,1822715,4.935,1829797,4.935,1821016,4.935,1825424,4.935,1820257,4.935,1807567,4.935,1816991,4.935,1812953,4.935,1824255,4.935,1816289,4.935,1819558,4.935,1833559,4.935,1800980,4.935,1809568,4.935,2013649,4.935,2009068,4.935,2052458,4.935,1824696,4.935,1823024,4.935,1820987,4.935,1815062,4.935,1823909,4.935,1819115,4.935,1823932,4.935,1829386,4.935,1817646,4.935,1816602,4.935,1840426,4.935,1832643,4.935,1829375,4.935,1826215,4.935,1831628,4.935,1835850,4.935,1834465,4.935,1835705
4.937,1770616,4.937,1804116,4.937,1822589,4.937,1830377,4.937,1839799,4.937,1848788,4.937,1841073,4.937,1840391,4.937,1853334,4.937,1843991,4.937,1849336,4.937,1844241,4.937,1833199,4.937,1825064,4.937,1831788,4.937,1823270,4.937,1827798,4.937,1822164,4.937,1809845,4.937,1819128,4.937,1815088,4.937,1826207,4.937,1819072,4.937,1821622,4.937,1835552,4.937,1803361,4.937,1812031,4.937,1993526,4.937,1992855,4.937,2030146,4.937,1827189,4.937,1825465,4.937,1822886,4.937,1817002,4.937,1825754,4.937,1821015,4.937,1826441,4.937,1831763,4.937,1820099,4.937,1819243,4.937,1842813,4.937,1835011,4.937,1831858,4.937,1828332,4.937,1834093,4.937,1837922,4.937,1836910,4.937,1838015
4.938,1772761,4.938,1806408,4.938,1824946,4.938,1832496,4.938,1841936,4.938,1850865,4.938,1843294,4.938,1842353,4.938,1855393,4.938,1846059,4.938,1851696,4.938,1846372,4.938,1835603,4.938,1827484,4.938,1833777,4.938,1825731,4.938,1830179,4.938,1824458,4.938,1811908,4.938,1821278,4.938,1817433,4.938,1828428,4.938,1821724,4.938,1823954,4.938,1837499,4.938,1805825,4.938,1814533,4.938,1971480,4.938,1974045,4.938,2004616,4.938,1829758,4.938,1828101,4.938,1824923,4.938,1819342,4.938,1828024,4.938,1822903,4.938,1829035,4.938,1834246,4.938,1822379,4.938,1822259,4.938,1845411,4.938,1837288,4.938,1834389,4.938,1830587,4.938,1836694,4.938,1840337,4.938,1839238,4.938,1840548
4.94,1774959,4.94,1808871,4.94,1827343,4.94,1834677,4.94,1844034,4.94,1853045,4.94,1845728,4.94,1844425,4.94,1857614,4.94,1848202,4.94,1854391,4.94,1848589,4.94,1837865,4.94,1829913,4.94,1836176,4.94,1828230,4.94,1832624,4.94,1827036,4.94,1814258,4.94,1823649,4.94,1819917,4.94,1830452,4.94,1824168,4.94,1826543,4.94,1839634,4.94,1808035,4.94,1817014,4.94,1949745,4.94,1955092,4.94,1979111,4.94,1832456,4.94,1830762,4.94,1827297,4.94,1821853,4.94,1830241,4.94,1824948,4.94,1831553,4.94,1836621,4.94,1825025,4.94,1825315,4.94,1847998,4.94,1839925,4.94,1837191,4.94,1832915,4.94,1839532,4.94,1843112,4.94,1841344,4.94,1843182
4.942,1777100,4.942,1811525,4.942,1829924,4.942,1837106,4.942,1846277,4.942,1855770,4.942,1848165,4.942,1846540,4.942,1859973,4.942,1850818,4.942,1856878,4.942,1850946,4.942,1840368,4.942,1832136,4.942,1838358,4.942,1830723,4.942,1835176,4.942,1829878,4.942,1816910,4.942,1825993,4.942,1822327,4.942,1832579,4.942,1826713,4.942,1829275,4.942,1841943,4.942,1810609,4.942,1819808,4.942,1929915,4.942,1937151,4.942,1955203,4.942,1835022,4.942,1833198,4.942,1829625,4.942,1824565,4.942,1832916,4.942,1826900,4.942,1834082,4.942,1839062,4.942,1827666,4.942,1828304,4.942,1850850,4.942,1842655,4.942,1839890,4.942,1835318,4.942,1842330,4.942,1846094,4.942,1843756,4.942,1845900
4.943,1779495,4.943,1814203,4.943,1832547,4.943,1839449,4.943,1848745,4.943,1858350,4.943,1850697,4.943,1848759,4.943,1862303,4.943,1853234,4.943,1859418,4.943,1853491,4.943,1842772,4.943,1834376,4.943,1840550,4.943,1833390,4.943,1837857,4.943,1832557,4.943,1819226,4.943,1828362,4.943,1824776,4.943,1835044,4.943,1829324,4.943,1832183,4.943,1844586,4.943,1813145,4.943,1822501,4.943,1912906,4.943,1921702,4.943,1934848,4.943,1837451,4.943,1835839,4.943,1832074,4.943,1827424,4.943,1835693,4.943,1829029,4.943,1836593,4.943,1841521,4.943,1830429,4.943,1831072,4.943,1853589,4.943,1845360,4.943,1842355,4.943,1838122,4.943,1845010,4.943,1849184,4.943,1846235,4.943,1848588
4.945,1782111,4.945,1816825,4.945,1835213,4.945,1841657,4.945,1851364,4.945,1861074,4.945,1853515,4.945,1851079,4.945,1864759,4.945,1855626,4.945,1861965,4.945,1856211,4.945,1845205,4.945,1836571,4.945,1842990,4.945,1836147,4.945,1840412,4.945,1835191,4.945,1821542,4.945,1830878,4.945,1827716,4.945,1837737,4.945,1831562,4.945,1835030,4.945,1847257,4.945,1815625,4.945,1824947,4.945,1899158,4.945,1908784,4.945,1917794,4.945,1839833,4.945,1838539,4.945,1834902,4.945,1830148,4.945,1838533,4.945,1831573,4.945,1839129,4.945,1844049,4.945,1833155,4.945,1833573,4.945,1856218,4.945,1847973,4.945,1844747,4.945,1840931,4.945,1847767,4.945,1852232,4.945,1848817,4.945,1851271
4.947,1784870,4.947,1819327,4.947,1837669,4.947,1844068,4.947,1853812,4.947,1863919,4.947,1856285,4.947,1853628,4.947,1867206,4.947,1858321,4.947,1864820,4.947,1858889,4.947,1847582,4.947,1838810,4.947,1845534,4.947,1838694,4.947,1842945,4.947,1837660,4.947,1824180,4.947,1833548,4.947,1830446,4.947,1840399,4.947,1833998,4.947,1837699,4.947,1849915,4.947,1817884,4.947,1827494,4.947,1888551,4.947,1898766,4.947,1904512,4.947,1842313,4.947,1841211,4.947,1837667,4.947,1832530,4.947,1841146,4.947,1834063,4.947,1841319,4.947,1846558,4.947,1835888,4.947,1835794,4.947,1858721,4.947,1850574,4.947,1847045,4.947,1843647,4.947,1850306,4.947,1855099,4.947,1851345,4.947,1853798
4.948,1787541,4.948,1821690,4.948,1840044,4.948,1846641,4.948,1856280,4.948,1866679,4.948,1858972,4.948,1856309,4.948,1869651,4.948,1860984,4.948,1867416,4.948,1861565,4.948,1850195,4.948,1841232,4.948,1847907,4.948,1841226,4.948,1845345,4.948,1839972,4.948,1826974,4.948,1836215,4.948,1833173,4.948,1843173,4.948,1836529,4.948,1840363,4.948,1852466,4.948,1820334,4.948,1829973,4.948,1880632,4.948,1891065,4.948,1894197,4.948,1844516,4.948,1844045,4.948,1840161,4.948,1834907,4.948,1844064,4.948,1836649,4.948,1843625,4.948,1849275,4.948,1838449,4.948,1838024,4.948,1861109,4.948,1853024,4.948,1849245,4.948,1846312,4.948,1852765,4.948,1857808,4.948,1854045,4.948,1856436
4.95,1790287,4.95,1824182,4.95,1842225,4.95,1848827,4.95,1858783,4.95,1869110,4.95,1861750,4.95,1859002,4.95,1872063,4.95,1863594,4.95,1870092,4.95,1864249,4.95,1852625,4.95,1843687,4.95,1850532,4.95,1843614,4.95,1847711,4.95,1842062,4.95,1829508,4.95,1838901,4.95,1835961,4.95,1845915,4.95,1838947,4.95,1842781,4.95,1854816,4.95,1822683,4.95,1832199,4.95,1874818,4.95,1885611,4.95,1886708,4.95,1846985,4.95,1846893,4.95,1842919,4.95,1837036,4.95,1846521,4.95,1839402,4.95,1845886,4.95,1851900,4.95,1840898,4.95,1840178,4.95,1863330,4.95,1855422,4.95,1851380,4.95,1848712,4.95,1855257,4.95,1860367,4.95,1856502,4.95,1858939
4.952,1792915,4.952,1826260,4.952,1844553,4.952,1851240,4.952,1861174,4.952,1871755,4.952,1864497,4.952,1861778,4.952,1874604,4.952,1866151,4.952,1872742,4.952,1866695,4.952,1855284,4.952,1846113,4.952,1853190,4.952,1845937,4.952,1850162,4.952,1844364,4.952,1832219,4.952,1841561,4.952,1838796,4.952,1848481,4.952,1841337,4.952,1845059,4.952,1857012,4.952,1825004,4.952,1834475,4.952,1870733,4.952,1881476,4.952,1880759,4.952,1849388,4.952,1849494,4.952,1845406,4.952,1839075,4.952,1848880,4.952,1842200,4.952,1847990,4.952,1854534,4.952,1843278,4.952,1842442,4.952,1865597,4.952,1857848,4.952,1853633,4.952,1850696,4.952,1857689,4.952,1862593,4.952,1858747,4.952,1861397
4.953,1795118,4.953,1828363,4.953,1846702,4.953,1853858,4.953,1863460,4.953,1874100,4.953,1867047,4.953,1864328,4.953,1877027,4.953,1868787,4.953,1875194,4.953,1868692,4.953,1857908,4.953,1848627,4.953,1855775,4.953,1848053,4.953,1852619,4.953,1846685,4.953,1834919,4.953,1844257,4.953,1840913,4.953,1850674,4.953,1843866,4.953,1847415,4.953,1859200,4.953,1827353,4.953,1837035,4.953,1867830,4.953,1878713,4.953,1876672,4.953,1851737,4.953,1851636,4.953,1847675,4.953,1841289,4.953,1851168,4.953,1844896,4.953,1850229,4.953,1856813,4.953,1845799,4.953,1844781,4.953,1867964,4.953,1860198,4.953,1855740,4.953,1852663,4.953,1859861,4.953,1864869,4.953,1860682,4.953,1863575
4.955,1797317,4.955,1830439,4.955,1848789,4.955,1856495,4.955,1865919,4.955,1876227,4.955,1869433,4.955,1866693,4.955,1879524,4.955,1871214,4.955,1877585,4.955,1870600,4.955,1860629,4.955,1851060,4.955,1858084,4.955,1850419,4.955,1854895,4.955,1849169,4.955,1837510,4.955,1846810,4.955,1843288,4.955,1852877,4.955,1846114,4.955,1849718,4.955,1861162,4.955,1829840,4.955,1839199,4.955,1865604,4.955,1876886,4.955,1873719,4.955,1854143,4.955,1853772,4.955,1849963,4.955,1843765,4.955,1853654,4.955,1847695,4.955,1852762,4.955,1859004,4.955,1848447,4.955,1847232,4.955,1870359,4.955,1862607,4.955,1857882,4.955,1854713,4.955,1861970,4.955,1867128,4.955,1862663,4.955,1865667
